Accession,tp8,tp10,tp12,tp14,tp16,tp18,tp20,tp22,tp26,tp28,tp30,tp32,tp34,tp36,tp38,tp40,tp42,tp44,tp46,tp48,tp2,tp4,tp6
PF3D7_0111600.1,0.583741,0.196433,1.184859,0.573478,0.506222,2.396121,1.853945,0.989036,3.248882,1.645624,4.168472,1.698878,2.735906,2.297849,1.562235,1.701825,0.881847,0.514153,0.793408,0.876226,0.204429,0.44271,0.056038
PF3D7_0111700.1,0,0.379148,0.040488,0.348585,0.681317,0.165875,1.28373,0.794367,1.006298,0.68966,1.628904,0.809152,1.382758,0.759478,0.4567,0.913779,0.724863,0.22266,0.122422,0,0.215967,0,0.121901
PF3D7_0111800.1,1.931983,1.213395,2.222023,3.3662,4.18382,5.20365,6.26743,7.094306,11.116722,15.101686,13.73403,11.566727,12.033209,3.972175,8.706088,7.659307,5.126555,2.9612,3.521408,1.262858,0.546332,1.393197,0.534191
PF3D7_0111900.1,0.417204,1.335315,1.195159,0.567283,0.133726,5.264724,6.114026,6.722799,21.238873,19.521055,15.859755,9.248923,26.675482,24.74222,31.064207,25.060472,16.017849,8.307385,0.012855,2.590112,0,0.734968,0
PF3D7_0112000.1,0.264584,0.683627,4.506407,2.04758,2.261603,2.727581,3.072536,2.1532,6.345232,6.190309,4.208367,2.602397,4.321394,4.040195,1.006213,2.823515,1.0162,0.174832,1.027532,0,0.340947,2.077385,1.0597
PF3D7_0112100.1,3.69534,2.650122,2.726502,2.004771,1.201361,1.726733,1.182047,0.569489,1.358697,0.343359,1.80722,0.547666,0.378708,0,0,0.592825,0,0,0,0,0.579302,1.24538,1.324386
PF3D7_0112200.1,1.243636,0.84893,1.825503,2.355483,3.363581,6.007241,7.260647,13.856774,25.068485,28.850601,33.025124,26.729246,32.469521,21.139267,21.261871,17.972799,12.051011,5.818006,5.080067,2.748975,1.582769,2.042454,1.174922
PF3D7_0112300.1,2649.98999,1271.015381,2351.638428,1792.317017,1051.260864,735.180664,1129.786743,812.290833,553.987,555.45166,468.018524,680.347595,514.336609,500.201965,849.074097,772.064453,601.756165,683.342957,758.4646,664.422058,883.341797,558.351562,1665.470459
PF3D7_0112500.1,24.456137,19.124832,25.784994,26.479227,18.509657,29.621254,31.594196,17.996328,20.97402,57.690094,61.366669,110.271454,113.737625,100.605843,76.297722,66.331085,56.130775,35.799644,46.28294,33.785149,29.037701,21.130699,14.765316
PF3D7_0112700.1,5050.926758,1760.096313,3840.432129,2764.901611,2046.061523,2168.269531,2623.828857,2185.449707,1945.062134,1673.080933,654.382751,1676.183838,1671.57373,1723.808594,1246.800293,3428.624756,3045.055176,2516.8479,2692.969238,1908.494751,2978.033936,2072.115723,3261.634521
PF3D7_0112800.1,0,0,2.719232,0,0.236639,0.109827,0,0.24232,0,0,0,0.085793,0,0,1.897335,1.625078,0.164954,0.521157,0,0,0.778998,2.144489,1.187771
PF3D7_0112900.1,0.339219,0.273012,0.07909,0.160482,0.134588,0.055607,0,0.255257,0.043515,0,0.017197,0.114968,0.092834,0.078731,0.443073,1.334434,1.93122,2.216907,1.747128,3.379457,2.198903,1.002155,0.440331
PF3D7_0113000.1,24.111029,125.854431,290.863831,535.812378,1031.441284,1765.609253,174.854492,1033.915039,601.109985,772.503723,492.927155,454.518219,94.468216,168.657059,129.041885,73.903893,59.761124,36.731739,46.67535,20.383879,25.989822,12.164027,59.959904
PF3D7_0113100.1,0,0,0,1.368609,1.076411,1.233892,0,0.696442,0,0.674557,0.572576,0.607774,0.718304,0,0,0,0.651756,0,0.776013,0,0,0.314455,0
PF3D7_0113200.1,11.464915,8.67689,12.666555,15.954411,32.925682,63.504745,89.789207,143.484406,174.130096,193.029022,129.521378,124.556534,108.317543,80.905273,75.51786,54.118973,54.297485,36.322468,36.431938,12.877038,9.679829,10.155599,6.842998
PF3D7_0113300.1,63.338875,63.676968,50.081486,47.300972,42.214027,29.373814,15.566803,10.380454,4.717031,5.612194,4.236848,2.590271,3.125878,2.291938,2.197463,2.341502,2.316856,4.944346,9.85976,15.036142,20.651579,41.173534,35.376732
PF3D7_0113400.1,1.94733,0.784168,0.720778,1.524849,3.093577,4.463503,3.424168,2.082203,2.312904,2.419869,2.357951,0.722799,1.171012,0.921635,0.504852,0.86621,0.772298,0.423043,0.778737,0.674132,1.220908,1.129539,0.516071
PF3D7_0113600.1,15.72331,0,10.780627,7.915323,6.951069,0,0,0,0,0,0,0,0,0,0,0,0,1.070919,0,0,0,3.209401,3.448117
PF3D7_0113700.1,103.428177,111.60083,127.257942,115.844681,104.524696,101.292259,69.968872,47.889671,23.928984,19.744587,15.618068,8.949857,8.785863,6.990143,5.690553,4.30883,6.490888,7.021173,3.703385,19.745148,27.670803,54.08115,46.653572
PF3D7_0113800.1,8.448375,5.09516,9.104764,11.016984,11.285691,8.737126,6.275932,5.453025,3.148079,1.6838,1.246713,0.759196,1.378691,0.496777,0.578918,0.888162,0.628819,0.541252,1.175732,0.712833,0.577456,1.156914,1.250387
PF3D7_0113900.1,329.66037,456.688812,453.227203,380.751617,351.614197,338.901276,221.580276,116.427803,32.661003,28.176506,16.387115,15.702038,17.684223,30.595242,31.147425,27.624832,35.496342,47.084679,65.348625,93.207336,184.830826,272.950531,304.46228
PF3D7_0114000.1,7.060452,3.290859,5.215168,8.014706,8.906544,0.369845,5.463794,5.238914,3.898593,2.27174,1.738042,1.742461,1.851462,1.872596,2.517266,2.713176,1.358473,2.268623,3.898863,1.874989,2.393216,3.33214,3.030027
PF3D7_0114100.1,0.096245,0,0.207332,0.266892,1.099333,2.669789,7.607204,10.623616,15.063837,14.264819,10.044129,7.084008,3.177934,1.57555,0.971313,0.87977,0.191575,0.297471,0.52401,0.08931,0,0.14699,0
PF3D7_0114200.1,0,1.126257,1.371499,0.719363,4.167459,0.849502,2.636072,2.883214,1.375894,0.712131,1.938085,0.506501,0.437445,0,0.178413,0.184858,0,0,0,0,0,0,0
PF3D7_0114300.1,0,0,0,0.870984,0,0.420858,0.765428,0.487308,0.550689,1.136254,1.131314,1.045957,0.631985,0.176823,0.434789,0,0,0,0,0,0,0.287152,0
PF3D7_0114400.1,0,0.063603,0.59098,0.093193,0.421066,1.153646,0.563185,1.130077,0.568948,0.083793,0.124917,0.198821,0.229892,0,0.628507,0,0.010825,0.044886,0,0,0,0.149038,0.271037
PF3D7_0114500.1,0,0,0,0,1.602791,7.362735,10.764388,6.483663,3.771835,0,2.247808,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_0114600.1,0,0.987385,2.96572,0.852136,2.18802,3.435764,3.259502,2.691594,0.975812,0.500886,0.823662,0.415537,0,0.628955,0.793741,0,0.525793,0,0.706089,0.474178,0,1.016683,0.723813
PF3D7_0114700.1,0,0,5.391109,4.641256,9.145498,6.984066,5.722958,5.028522,2.922477,1.959912,0.366576,0,0.348466,0,0.679331,0,0.328086,0,0.478047,0,1.261669,0.757246,1.682848
PF3D7_0114750.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_0114800.1,0,0,0,0,0,1.286154,1.133669,1.332617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_0114900.1,0,0,0,0,0.508795,2.584085,0,0.925054,0.377322,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_0115000.1,1.232055,0.955533,1.438651,1.835088,1.822737,1.496191,0.720231,1.153512,1.059719,0.704133,0.189166,0.206075,0.554041,0.387578,0.243797,0.357374,0.358825,0.020545,0.327905,0.06311,0.201212,0.164946,0.345101
PF3D7_0115050.1,1174.803955,383.761993,528.09314,301.344604,177.525818,274.429535,419.985992,895.062683,1742.836304,3161.693115,3557.027588,5364.166504,3049.504639,4102.63916,3886.074951,2300.27832,1276.339233,573.533325,676.461731,522.997986,450.844696,213.027969,164.240234
PF3D7_0115100.1,0,0.28594,0.562375,0.685064,0.359989,0.577082,0,0,0,0,0.244309,0,0.362724,0.265233,0,1.200984,1.096993,1.050443,0.611646,0,0,0,0
PF3D7_0115150.1,0.634985,0.609751,2.379228,0.822927,2.250008,1.829244,1.754729,1.106965,1.212823,0.763166,0.256698,0.632718,0.192684,0.89088,0.826622,0.334105,0.181308,0.410842,0.126657,0,1.178305,0.146109,0.55295
PF3D7_0115200.1,0.87068,1.731891,2.087189,2.002353,2.564814,4.018019,3.099005,3.108842,1.573947,0.684631,0.328763,0.309908,0.734694,0.896231,0,0,0,0.33675,0,0,0,0,0.799302
PF3D7_0115300.1,0.724989,1.335264,3.854092,3.050863,7.521413,10.101843,6.466025,4.789021,4.26447,1.161674,0.894874,1.46918,0.942659,0.806278,0.333678,0.252659,0.280054,0.566823,0,0,0,0.672994,1.952251
PF3D7_0115400.1,0,1.489869,2.003046,2.686962,6.578143,7.945297,9.880406,20.196562,15.745255,21.875896,18.802128,9.01562,3.279379,2.243115,2.115239,1.054209,0.534985,0.586203,0.295507,1.503804,0,0,0.994595
PF3D7_0115500.1,0.234315,0.487029,0.532688,0.805775,1.694987,2.048973,0.306042,1.157207,0.326875,0.116713,0,0,0,0,0.732611,0.272006,0,0,0.02381,0,0.098066,0,0.273747
PF3D7_0115600.1,0.895427,0.954952,2.051949,3.004203,10.580486,19.28112,41.759308,62.298115,38.740505,26.574553,16.672052,9.203719,4.612361,1.482096,1.536539,1.000221,0.714902,0.796567,1.13061,1.089413,0.743574,0.185081,1.040955
PF3D7_0115700.1,32.241741,36.524303,59.743923,57.563213,55.074471,46.800079,23.377029,15.456603,5.758482,0,2.622996,0,3.98076,0,0,0,0,0,0,0,5.952957,11.392187,10.549841
PF3D7_0200100.1,39.615185,50.758064,69.158966,68.288528,65.954849,52.781178,24.993021,14.693389,5.747264,2.351136,2.084352,1.781544,2.147196,1.661454,2.280246,2.556579,2.358245,2.23553,3.335748,4.400479,8.207477,17.144173,16.185093
PF3D7_0200200.1,1.070261,1.139329,6.205338,3.473905,3.846585,5.445866,2.925914,5.67071,3.018469,0.664475,0.601042,0,0,0.264871,0,0,0,0,0.236703,0.678401,0,0.464892,0.512346
PF3D7_0200300.1,1.276162,0.602903,1.70169,2.662686,3.272782,1.673122,2.501201,1.179982,0.875785,0.650267,0.393284,0.320228,0.504807,0.200052,0.354084,0.604287,0.882805,0.191693,0.282883,0.091177,0.113611,0.766197,0.848065
PF3D7_0200400.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_0200500.1,0.823099,1.991911,2.622456,4.82834,4.166941,5.063126,5.530635,6.64067,2.846319,1.385885,1.18782,0.387251,0.702502,0.670931,0,0.371415,0.127584,0.859252,0.381923,0.401003,0,0,1.058416
PF3D7_0200600.1,0.35921,0.980084,3.166528,1.095388,4.415189,3.773863,2.950489,3.781742,4.296878,1.049735,0.833669,0.56369,0.344547,0,0.817315,0,0,0.566507,0.375996,0.541504,0,1.122921,0.987923
PF3D7_0200700.1,0,0.390399,2.490108,2.521608,4.270016,6.803671,2.846663,4.420109,2.423905,1.025764,0.858898,0,0.621444,0,0.374246,0,0,0.519944,0,0,0,0.681331,0.47715
PF3D7_0200800.1,0.410375,0.341554,1.08926,0.643026,2.614709,0.987359,0.649292,0.579976,1.143993,0.189856,0.383982,0.154535,0.037227,0.056073,0,0.060783,0.190988,0.107258,0.146977,0.057314,0,0.342354,0.173971
PF3D7_0200900.1,0,0.476754,3.02843,1.565729,4.820868,4.113777,1.579164,3.53118,1.279452,0.577994,0.360719,0.492074,1.098362,0.207048,0.269551,0,0,0.396225,0,0,0,0.633408,0.418884
PF3D7_0201000.1,1.70832,1.445149,3.618806,1.562951,2.294626,4.057462,2.60749,4.18955,2.101681,0.828236,0.99787,0.864648,0.269715,0,0.433401,0.247094,0,0.759131,0,0,1.347018,0.58899,0.523115
PF3D7_0201100.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_0201200.1,0,0.566606,3.14184,0.406324,2.269896,2.909608,2.244825,2.300566,0.220251,0,0,0,0.389523,0,0,0,0,0,0,0,0,0,0
PF3D7_0201300.1,0,0.330862,1.629536,2.63113,2.892828,4.517997,3.23553,1.379475,1.437186,0.513056,0,0.778083,0,0,0,0.335798,0,0.184042,0,0.787179,0,0,0.950458
PF3D7_0201400.1,0,0,0.731386,0,0,0,1.83669,0.89443,1.964175,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_0201500.1,0.088803,0.049472,0.085486,0.052543,10.485787,9.874002,2.497751,0,1.828448,1.363268,1.342751,1.409232,1.411765,1.862013,2.449954,0,0.287816,0.181903,2.053185,0,0.33653,0.681788,0
PF3D7_0201600.1,23.474472,21.95158,44.417503,56.513615,90.513344,92.815521,57.268837,38.619312,21.106424,16.351215,13.08386,10.536282,5.226699,2.901536,1.973724,1.719935,0,0,1.892615,0,2.729214,7.105062,7.459389
PF3D7_0201700.1,325.990234,232.956573,262.244659,185.5383,92.285477,77.670189,32.890045,11.517469,2.719079,1.948966,1.700644,0.718608,0.863733,1.401221,1.330306,3.58961,9.437853,22.981384,41.118603,51.230267,74.623314,141.028427,106.578888
PF3D7_0201800.1,136.30394,284.494873,386.506317,411.596252,383.986145,414.278046,325.375641,229.637299,0,105.638397,57.130413,27.178181,33.649593,11.574124,0,0,0,0,6.339369,0,43.619862,84.61763,95.527847
PF3D7_0201900.1,1.336651,0,6.66169,44.834015,19.585091,42.823204,35.745342,25.357443,29.068588,22.708378,22.390659,26.106644,78.7743,11.897769,137.725296,62.94326,7.294018,57.624786,0.4754,28.405626,31.775949,28.653717,46.267788
PF3D7_0202000.1,5493.893066,5695.662109,13651.50879,19000.48242,24292.46289,26585.95117,16965.63867,11251.71387,5822.602051,4947.510742,3084.125732,2546.319336,2229.022217,1368.427124,1094.517334,737.587097,638.188965,438.055695,256.3078,166.014999,1388.922852,3285.48877,3062.186035
PF3D7_0202100.1,40.257812,14.32672,15.976533,14.307972,10.702931,4.209597,1.947318,1.167919,4.022142,0.702728,6.343871,3.402011,2.895449,2.957455,9.541829,3.702248,61.37394,0,146.484024,132.128204,113.342346,1.574957,0
PF3D7_0202200.1,10.555268,25.657759,27.705843,40.252251,29.739716,10.108493,7.067048,0.16027,0,0,1.79549,0,0,0,0,0.245636,2.978498,1.632512,0.463595,6.879025,18.789515,10.129637,11.838891
PF3D7_0202300.1,0,0,0,0,0,0,0,5.472706,0.173803,0,0,0,0,0,0,0.729924,0,0,0,0,0,0,0
PF3D7_0202400.1,22.987741,8.395042,14.058936,16.454742,24.029156,43.219845,45.2742,67.432121,79.270325,86.727776,65.682663,59.730637,55.261242,11.395166,42.35743,26.90517,26.064739,17.630917,18.014257,5.677875,5.25602,6.473717,3.787271
PF3D7_0202500.1,1259.973022,716.462097,977.67865,855.162781,752.152039,758.468079,436.967804,273.479431,85.079872,58.845089,34.98848,24.035772,18.145767,25.688328,46.454128,172.222382,558.321228,1085.695679,1498.768188,2055.33374,2854.466309,2775.467529,1853.698242
PF3D7_0202600.1,2.48945,2.78191,2.25474,7.162981,4.789768,4.722439,3.868098,5.863655,6.238053,5.540781,5.804145,14.657819,6.26696,6.62518,3.690433,6.190188,3.388143,4.612512,0.872844,0.399453,1.90988,2.190947,0
PF3D7_0202600.2,5.775685,1.783062,4.405121,2.473633,7.115501,8.475648,6.821059,7.576022,14.386598,19.199257,19.834164,16.063793,21.444746,18.619066,18.256714,19.072428,18.60351,5.603436,10.907854,4.844525,2.507809,2.765507,2.422392
PF3D7_0202700.1,0.898164,0.190351,0.80302,0.741931,0.642143,0.891514,1.213856,1.597357,2.869972,3.820012,4.936364,4.517749,6.075284,5.056796,4.861864,4.662834,3.204319,1.928271,2.124397,0.947584,0.468812,0.529224,1.127092
PF3D7_0202800.1,0.347297,0,0,0,0.247472,0.136986,0,0,0,0.603441,0.573686,1.494787,1.009792,2.709659,1.14481,2.807514,1.613272,1.61522,1.099181,1.606997,0,0.680592,0
PF3D7_0202900.1,0,0,0,0.160124,0.49521,0,0,0.808279,0.54056,2.252064,3.835857,2.6968,0.38141,2.044099,3.246499,3.022039,0,0.753228,2.992953,1.101996,0,1.137898,0.200647
PF3D7_0203000.1,5.17635,1.068594,2.083501,2.032451,1.875723,1.550892,0.932756,1.233642,3.480355,5.93397,7.296249,9.370915,12.19073,15.08444,20.120523,29.839516,49.511513,42.891281,51.395306,18.662081,14.210938,15.737932,6.243503
PF3D7_0203100.1,3.09763,0.777535,2.120184,1.729521,1.977108,1.686401,0.965262,1.052919,1.579412,2.434568,2.510754,2.265891,1.842319,1.682079,5.937857,14.163567,25.685595,25.18965,36.281124,12.698669,9.701043,10.360741,3.680019
PF3D7_0203200.1,11.050559,5.49106,8.289444,9.699382,6.790335,6.024158,4.997422,3.072093,3.32034,4.226092,4.149806,3.637618,3.53324,3.594856,3.366147,4.072172,4.15959,1.945765,3.379501,1.552254,1.575091,2.39058,1.789686
PF3D7_0203300.1,0.394971,1.303946,1.002312,1.918917,1.582429,0.930271,1.80022,1.709177,3.31712,4.051951,5.908595,4.820671,5.382967,6.451817,4.23079,4.628788,4.075479,2.495096,1.297364,2.506891,0.454966,1.707602,0.605116
PF3D7_0203400.1,8.469553,3.258126,5.138058,4.890152,4.187384,7.353787,5.686059,5.330204,22.58856,55.390755,81.947998,102.066803,124.22628,124.796883,126.372314,101.362274,76.256783,46.006271,31.193054,23.911766,16.090315,13.050969,8.278858
PF3D7_0203500.1,0,0,0,0.69532,3.620459,0.553683,0,2.152749,0,0,0,0,1.585738,0,0,0.545789,0,0,0,0,0,0,0
PF3D7_0203600.1,0.621692,0.223889,0.433689,0.563793,0.850866,0.706238,0.527881,0.222013,0.552603,1.036521,0.801339,1.805574,2.499274,2.320253,3.245502,3.149089,2.337211,1.180953,1.091815,0.260045,0.956443,1.21481,0
PF3D7_0203700.1,361.649872,224.703705,320.692841,249.667191,232.167603,275.940308,164.017776,198.81488,158.910965,170.461823,108.629028,85.947998,70.508606,39.314728,43.495396,26.67561,33.070728,28.927385,57.011501,34.838535,58.195766,123.998749,94.660599
PF3D7_0203800.1,0,0.762715,1.614968,0.981162,1.051768,0.835541,1.005401,0.852682,3.235114,4.964291,7.369034,7.225163,8.494705,6.557919,8.003482,5.320407,4.499979,2.647928,1.994897,0.720816,1.161192,1.125311,1.051798
PF3D7_0203900.1,2.76073,2.121186,1.943106,2.028232,3.712155,4.670697,6.022284,2.200904,19.363979,4.490661,7.37604,4.596038,6.58907,2.967422,5.556259,14.090323,0.528614,1.605897,0.93768,1.594781,1.531987,2.097789,1.804973
PF3D7_0204000.1,0,0,0,0.988096,0,0,0.10693,0.018892,0.361863,0.003793,0.039623,0.012446,0.053035,0.005454,0.007598,0.113215,0.042904,0.070277,0.004918,0.078399,0.084641,0,0
PF3D7_0204100.1,5.654944,4.210734,6.510803,4.969191,5.430477,5.172644,3.584066,3.892162,8.458643,13.328152,13.806438,23.677309,32.859276,86.133492,162.283203,195.652008,215.18338,134.123077,166.527313,47.553444,32.784382,37.094406,15.54201
PF3D7_0204200.1,97.011299,48.492725,73.349976,60.315392,53.060909,70.317139,66.222542,62.582676,54.659046,61.101791,54.959866,55.317276,53.319817,51.522064,47.588409,89.180702,121.83725,186.663895,200.432861,176.320969,164.4879,147.888062,73.451904
PF3D7_0204300.1,10.403073,2.980909,4.059947,5.344234,8.574636,0.60504,4.826396,4.873752,5.553389,5.901921,6.256247,6.360626,10.969167,4.222612,7.257796,8.060443,2.297735,0.527953,0.968229,0.211711,0.338156,2.696295,2.642615
PF3D7_0204400.1,3.426404,0.252986,0.301096,0.371679,1.012211,0,0,2.998962,0.601548,0.994361,0.778166,1.045664,8.330488,0.772496,0.690642,4.571796,0,0,0.676347,0,0,0,0
PF3D7_0204500.1,35.678181,4.615492,2.811705,9.087584,25.553713,2.504687,14.831247,24.249557,9.961442,11.694655,9.699623,5.277881,31.552237,8.065517,21.428448,14.255293,8.169458,4.997676,8.342429,3.036719,2.598221,8.979796,7.113211
PF3D7_0204600.1,2.167316,1.748467,2.66363,1.828938,2.845022,3.573644,2.621074,4.462607,10.295089,10.339747,10.959763,11.355803,9.863284,6.277095,6.094202,4.214651,4.485204,2.297992,2.755406,1.786113,0.993881,2.182122,1.194592
PF3D7_0204700.1,188.966537,171.114441,200.204285,158.299484,194.647293,242.984222,215.227585,226.054642,237.191513,281.542419,268.042267,226.737305,230.298416,213.729889,205.307602,211.175705,182.936417,151.634354,134.614929,127.892006,128.963196,143.336563,106.776848
PF3D7_0204800.1,1.624976,0.490135,0.444908,1.354538,1.103428,0.764854,1.521606,2.869276,6.866011,10.511658,12.799389,13.140301,15.370111,10.47683,8.232753,8.069208,6.01585,2.185808,1.92584,0.992096,0.781096,1.20418,0.458622
PF3D7_0204900.1,2.411011,1.731892,2.01145,2.596966,3.690481,2.192227,0,4.898924,16.040184,18.720116,24.648657,25.78167,30.687092,24.799885,25.040943,20.854628,16.764347,6.040911,6.993148,4.17491,3.569974,1.917599,2.397711
PF3D7_0205000.1,0.197119,0.141158,0.294151,0.245567,0.280706,0.154951,0,0.11137,0.428008,0.508913,0.902149,0.617588,1.050561,0.691137,0.516333,0.417183,0.283336,0.301632,0.231534,0.322615,0.094245,0.149958,0.238349
PF3D7_0205100.1,0.355957,0.547141,0.972446,0.066049,0.935862,0.323776,0.213426,0,0,1.074388,1.108157,1.16951,0.853859,0.799913,0.720215,0.468213,0.867693,0.16288,0,0,0.442116,0.502488,0.61571
PF3D7_0205200.1,0,0,0,0,0,0,0,0,0,0,0,0,1.68306,0,1.205294,0,0,0,0,0,0,0,0
PF3D7_0205300.1,0,0,0.689981,0,0.35465,0,0,0,0,0.576243,0.504376,0,0.631101,0.274807,0,0,0.634616,0,0,0,0,0,0
PF3D7_0205400.1,0,0,6.142053,0,4.156292,2.180006,3.433956,0,1.067436,4.95245,0,4.291935,3.427443,0,2.49092,0.2891,0,0,0,1.335285,1.323639,0,3.007733
PF3D7_0205500.1,66.416817,101.638031,75.589371,81.053452,106.036217,113.288902,91.566696,94.790749,96.702118,104.736191,112.241859,93.360893,97.934196,78.501694,59.249107,40.473824,35.277805,22.519598,22.416384,25.710485,31.816893,47.571655,48.41116
PF3D7_0205600.1,4.800165,4.598327,2.632339,2.304845,2.565052,1.777231,3.380473,3.684964,10.553399,14.046564,15.682369,20.572969,20.309708,21.390064,13.031232,18.580332,15.720053,9.737658,6.677457,3.952334,2.408284,0.779675,1.201844
PF3D7_0205700.1,12.527521,21.310453,18.17164,16.152733,19.094866,4.218729,1.892363,5.541865,5.19919,5.471974,4.944524,4.399323,5.2174,5.565468,4.46884,5.233607,4.395945,2.813676,5.53145,5.039331,7.946488,7.506351,11.759855
PF3D7_0205700.2,0.236576,0,0,0,0,0,0,0,0,0,0.150066,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_0205800.1,2.146698,2.621494,3.518057,1.803893,2.537508,1.735391,1.738991,2.40836,5.097346,7.682336,6.719517,11.14369,22.483068,31.763435,30.877777,32.919231,22.300837,17.599339,13.430154,4.117207,5.246179,7.514685,2.518743
PF3D7_0205900.1,28.523949,27.6882,31.715778,36.744473,57.984608,63.425442,63.870216,77.395248,119.420074,148.347198,138.467804,169.521973,203.073486,208.273697,212.235626,196.534378,185.241547,127.076591,123.577545,61.804405,37.857552,48.113098,24.497498
PF3D7_0206000.1,24.032618,10.91236,19.55723,15.766623,15.449788,14.319149,7.545038,9.877522,10.166266,11.743503,10.414996,12.76482,10.760593,8.52748,9.360212,10.02519,13.418792,12.446834,19.060125,11.14311,9.453307,13.428964,6.48039
